West Ham,Guido RodrIguez,DEF,31,ARG,78,84,101,40,86
Liverpool,Andrew Robertson,DEF,31,SCO,78,90,97,41,86
Manchester City,Nathan Ake,DEF,30,NED,82,84,98,42,86
Liverpool,Kostas Tsimikas,DEF,29,GRE,80,92,97,39,86
Ipswich Town,Kalvin Phillips,DEF,29,ENG,82,86,98,39,86
Barcelona,Frenkie de Jong,MID,28,NED,86,94,87,42,86
Newcastle United,Joelinton,DEF,28,BRA,91,87,92,45,86
Real Sociedad,Mikel Oyarzabal,DEF,28,ESP,90,89,91,42,86
Borussia Dortmund,Gregor Kobel,GK,27,SUI,66,66,73,100,86
Inter Milan,Lautaro MartInez,FWD,27,ARG,103,82,73,46,86
AC Milan,Theo Hernandez,FWD,27,FRA,95,87,93,35,86
Arsenal,Benjamin White,DEF,27,ENG,78,86,100,44,86
AC Milan,Ismael Bennacer,DEF,27,ALG,84,89,97,37,86
Liverpool,Alexis Mac Allister,MID,26,ARG,91,92,92,40,86
Liverpool,Trent Alexander-Arnold,MID,26,ENG,86,96,87,39,86
Newcastle United,Sandro Tonali,DEF,25,ITA,84,89,97,40,86
Arsenal,Bukayo Saka,FWD,23,ENG,96,90,82,42,86
Chelsea,Moises Caicedo,DEF,23,ECU,86,86,98,37,86
Barcelona,Gavi,DEF,20,ESP,86,91,93,41,86
Borussia Dortmund,Pascal Groß,MID,34,GER,87,90,90,43,85
Barcelona,Inigo MartInez,DEF,34,ESP,85,82,100,35,85
Manchester City,İlkay Gundogan,DEF,34,GER,88,90,91,40,85
Barcelona,Marc-Andre ter Stegen,GK,33,GER,59,63,58,110,85
Barcelona,Oriol Romeu,DEF,33,ESP,77,80,101,43,85
Liverpool,Alisson,GK,32,BRA,65,70,70,97,85
Aston Villa,Tyrone Mings,DEF,32,ENG,82,84,96,39,85
Borussia Dortmund,Emre Can,DEF,31,GER,89,84,96,36,85
AC Milan,Mike Maignan,GK,30,FRA,62,64,71,102,85
Paris Saint-Germain,Milan skriniar,DEF,30,SVK,78,76,101,43,85
Bayer 04 Leverkusen,alex Grimaldo,MID,29,ESP,91,92,86,35,85
Manchester United,Luke Shaw,DEF,29,ENG,82,89,96,37,85
Arsenal,Gabriel Jesus,FWD,28,BRA,95,88,78,43,85
Arsenal,Kieran Tierney,DEF,28,SCO,87,86,94,40,85
West Ham,Edson alvarez,DEF,27,MEX,82,81,98,43,85
Nottingham Forest,Ibrahim Sangare,DEF,27,CIV,86,83,98,34,85
Real Madrid,Kylian Mbappe,FWD,26,FRA,102,89,61,45,85
Lazio,Matteo Guendouzi,DEF,26,FRA,86,91,94,35,85
Inter Milan,Davide Frattesi,FWD,25,ITA,94,83,85,45,85
Aston Villa,Boubacar Kamara,DEF,25,FRA,79,83,98,44,85
Manchester United,Matthijs de Ligt,DEF,25,NED,82,79,101,36,85
Paris Saint-Germain,Vitinha,DEF,25,POR,83,89,93,41,85
Chelsea,Enzo Fernandez,DEF,24,ARG,89,90,91,38,85
Inter Milan,Yann Sommer,GK,36,SUI,64,67,73,96,84
Girona,Daley Blind,DEF,35,NED,75,86,95,43,84
Atalanta,Marten de Roon,DEF,34,NED,79,78,99,40,84
Rayo Vallecano,James RodrIguez,MID,33,COL,94,94,73,41,84
Lazio,MatIas Vecino,DEF,33,URU,90,82,91,42,84
Brighton,Joel Veltman,DEF,33,NED,74,81,99,41,84
Inter Milan,Hakan Çalhanoglu,MID,31,TUR,87,93,87,33,84
Manchester City,Mateo Kovacic,DEF,31,CRO,83,89,92,40,84
Brentford,Christian Norgaard,DEF,31,DEN,81,85,95,40,84
Roma,Bryan Cristante,DEF,30,ITA,90,83,93,38,84
Borussia Dortmund,Ramy Bensebaini,DEF,30,ALG,85,85,95,38,84
Valencia,Jose Gaya,DEF,30,ESP,82,90,93,39,84
Athletic Madrid,Saul,DEF,30,ESP,87,87,91,39,84
Eintracht Frankfurt,Ellyes Skhiri,DEF,30,TUN,87,80,93,42,84
West Ham,Tomas Soucek,DEF,30,CZE,87,73,95,46,84
Napoli,Stanislav Lobotka,DEF,30,SVK,76,87,95,41,84
FC Bayern Munich,Leroy Sane,FWD,29,GER,97,90,74,36,84
Paris Saint-Germain,Marco Asensio,FWD,29,ESP,97,91,75,35,84
Paris Saint-Germain,Fabian,DEF,29,ESP,90,88,91,37,84
Borussia Dortmund,Niklas Sule,DEF,29,GER,84,85,97,33,84
Paris Saint-Germain,Presnel Kimpembe,DEF,29,FRA,75,78,100,42,84
Fulham,Joachim Andersen,DEF,29,DEN,79,84,95,42,84
Manchester City,Manuel Akanji,DEF,29,SUI,80,80,96,41,84
Aston Villa,Pau Torres,DEF,28,ESP,77,81,100,39,84
Chelsea,Ben Chilwell,DEF,28,ENG,81,86,94,40,84
Juventus,Bremer,DEF,28,BRA,80,76,98,44,84
FC Bayern Munich,Konrad Laimer,DEF,28,AUT,83,83,95,36,84
VfB Stuttgart,Atakan Karazor,DEF,28,GER,76,79,96,46,84
Juventus,Douglas Luiz,DEF,27,BRA,89,86,92,37,84
Vilarreal,Juan Foyth,DEF,27,ARG,81,85,97,35,84
RB Leipzig,Xaver Schlager,DEF,27,AUT,79,83,95,41,84
Manchester City,Matheus Nunes,FWD,26,POR,91,87,87,39,84
Bayer 04 Leverkusen,Exequiel Palacios,DEF,26,ARG,82,88,95,37,84
Juventus,Weston McKennie,DEF,26,USA,88,85,92,39,84
RC Lens,Facundo Medina,DEF,26,ARG,83,87,93,37,84
Manchester City,Phil Foden,FWD,25,ENG,93,93,78,38,84
Brighton,Jan Paul van Hecke,DEF,25,NED,74,80,99,43,84
Tottenham,Micky van de Ven,DEF,24,NED,83,85,95,36,84
Borussia Monchengladbach,Manu Kone,DEF,24,FRA,85,86,92,37,84
Paris Saint-Germain,Warren Zaire-Emery,DEF,19,FRA,81,86,94,38,84
Celta Vigo,Iago Aspas,FWD,37,ESP,95,85,69,45,83
Athletic Bilbao,Yuri,DEF,35,ESP,83,83,96,34,83
Manchester City,Kyle Walker,DEF,35,ENG,83,84,93,37,83
Napoli,Mario Rui,DEF,34,POR,78,87,94,37,83
Celta Vigo,Marcos Alonso,DEF,34,ESP,87,82,91,39,83
Real Madrid,Thibaut Courtois,GK,33,BEL,60,63,62,103,83
Lille,Aissa Mandi,DEF,33,ALG,74,85,98,35,83
Brighton,Lewis Dunk,DEF,33,ENG,72,79,97,44,83
Liverpool,Wataru Endo,DEF,32,JPN,82,79,94,42,83
RB Leipzig,Willi Orban,DEF,32,HUN,76,76,98,40,83
Athletic Madrid,Rodrigo De Paul,FWD,31,ARG,90,90,85,36,83
Roma,Leandro Paredes,DEF,31,ARG,85,85,93,35,83
Real Sociedad,Aritz Elustondo,DEF,31,ESP,82,81,95,37,83
Borussia Dortmund,Marcel Sabitzer,DEF,31,AUT,88,84,90,36,83
Aston Villa,John McGinn,FWD,30,SCO,91,87,89,35,83
Marsiele,Valentin Rongier,DEF,30,FRA,73,85,96,37,83
Roma,Gianluca Mancini,DEF,29,ITA,78,78,96,43,83
Sevilla,Marcao,DEF,29,BRA,76,79,97,40,83
Borussia Monchengladbach,Julian Weigl,DEF,29,GER,78,84,93,40,83
Bayer 04 Leverkusen,Jonathan Tah,DEF,29,GER,76,80,96,40,83
Monaco,Denis Zakaria,DEF,28,SUI,86,81,95,35,83
Fiorentina,Nicolas Gonzalez,FWD,27,ARG,99,86,68,40,83
Chelsea,Christopher Nkunku,FWD,27,FRA,94,88,76,40,83
Brentford,Rico Henry,DEF,27,ENG,85,86,91,39,83
Borussia Dortmund,Salih ozcan,DEF,27,TUR,82,84,93,39,83
Brentford,Vitaly Janelt,DEF,27,GER,86,84,92,37,83
Arsenal,Gabriel,DEF,27,BRA,77,79,98,37,83
West Ham,Konstantinos Mavropanos,DEF,27,GRE,83,80,94,37,83
Aston Villa,Ezri Konsa,DEF,27,ENG,74,82,97,40,83
Juventus,Federico Gatti,DEF,27,ITA,82,77,96,37,83
Napoli,MathIas Olivera,DEF,27,URU,82,83,94,35,83
Paris Saint-Germain,Achraf Hakimi,FWD,26,MAR,91,88,87,33,83
Bayer 04 Leverkusen,Edmond Tapsoba,DEF,26,BFA,76,81,98,37,83
VfL Hoffenheim,Anton Stach,DEF,26,GER,84,82,92,38,83
Liverpool,Ibrahima Konate,DEF,26,FRA,76,76,96,43,83
Real Sociedad,MartIn Zubimendi,DEF,26,ESP,83,84,94,34,83
Crystal Palace,Cheick Doucoure,DEF,25,MLI,81,84,95,36,83
Bologna,Lewis Ferguson,DEF,25,SCO,88,81,93,36,83
Newcastle United,Sven Botman,DEF,25,NED,73,78,99,41,83
West Ham,Jean-Clair Todibo,DEF,25,FRA,80,79,97,37,83
Juventus,Khephren Thuram,FWD,24,FRA,90,84,90,37,83
Real Madrid,Rodrygo,FWD,24,BRA,96,85,72,42,83
Wolves,Joao Gomes,DEF,24,BRA,82,81,95,36,83
Girona,Miguel Gutierrez,MID,23,ESP,84,91,88,38,83
Bayer 04 Leverkusen,Piero Hincapie,DEF,23,ECU,77,82,96,37,83
Liverpool,Harvey Elliott,MID,22,ENG,81,91,82,41,83
Atalanta,Juan Cuadrado,DEF,37,COL,82,90,91,32,82
SC Freiburg,Nicolas Hofler,DEF,35,GER,75,78,94,44,82
Napoli,Romelu Lukaku,FWD,32,BEL,98,78,70,41,82
Venezia,Alfred Duncan,DEF,32,GHA,83,81,92,36,82
Real Mallorca,Sergi Darder,DEF,31,ESP,79,87,93,37,82
Athletic Madrid,Reinildo,DEF,31,MOZ,80,83,92,40,82
Marsiele,Samuel Gigot,DEF,31,FRA,82,80,94,36,82
Monza,Roberto Gagliardini,DEF,31,ITA,83,78,92,40,82
Crystal Palace,Jefferson Lerma,DEF,30,COL,82,78,93,41,82
Athletic Madrid,Jose Gimenez,DEF,30,URU,76,78,96,40,82
Real Madrid,Ferland Mendy,DEF,30,FRA,84,84,92,33,82
Inter Milan,Denzel Dumfries,FWD,29,NED,91,82,87,33,82
Real Madrid,Dani Ceballos,MID,28,ESP,87,90,85,32,82
Liverpool,Luis DIaz,FWD,28,COL,95,87,69,38,82
Liverpool,Joe Gomez,DEF,28,ENG,72,81,97,38,82
Inter Milan,Marcus Thuram,FWD,27,FRA,97,85,68,35,82
Nottingham Forest,Nicolas DomInguez,DEF,27,ARG,81,87,92,36,82
RB Leipzig,Amadou Haidara,DEF,27,MLI,83,85,91,39,82
Brighton,Igor,DEF,27,BRA,79,81,96,34,82
AC Milan,Fikayo Tomori,DEF,27,ENG,78,77,96,38,82
Paris Saint-Germain,Nordi Mukiele,DEF,27,FRA,77,83,94,37,82
Newcastle United,Sean Longstaff,DEF,27,ENG,81,80,92,39,82
Brentford,Kristoffer Ajer,DEF,27,NOR,82,79,92,39,82
AC Milan,Youssouf Fofana,DEF,26,FRA,80,83,92,40,82
Arsenal,Takehiro Tomiyasu,DEF,26,JPN,80,81,93,39,82
Brentford,Mads Roerslev,DEF,26,DEN,81,85,91,36,82
Celta Vigo,oscar Mingueza,DEF,26,ESP,79,82,93,36,82
Juventus,Dusan Vlahovic,FWD,25,SRB,96,76,68,47,82
Chelsea,Trevoh Chalobah,DEF,25,ENG,80,81,93,39,82
AC Milan,Pierre Kalulu,DEF,25,FRA,78,82,95,36,82
Athletic Bilbao,Dani Vivian,DEF,25,ESP,78,81,94,39,82
Sunderland,Salis Abdul Samed,DEF,25,GHA,77,80,94,38,82
Napoli,Khvicha Kvaratskhelia,FWD,24,GEO,95,90,66,40,82
Barcelona,Eric GarcIa,DEF,24,ESP,77,83,93,40,82
Arsenal,Jurrien Timber,DEF,24,NED,78,82,92,39,82
Bayer 04 Leverkusen,Odilon Kossounou,DEF,24,CIV,78,82,93,37,82
Rennes,Adrien Truffert,DEF,23,FRA,83,86,93,31,82
Aston Villa,Amadou Onana,DEF,23,BEL,84,84,92,34,82
Arsenal,Riccardo Calafiori,DEF,23,ITA,82,83,91,37,82
Juventus,Nicolò Rovella,DEF,23,ITA,78,87,93,34,82
Barcelona,Pedri,MID,22,ESP,84,94,75,40,82
Tottenham,Pape Matar Sarr,DEF,22,SEN,82,82,90,42,82
AC Milan,Yunus Musah,DEF,22,USA,83,84,93,34,82
Lyon,Wyatt Franklin,GK,18,TUN,43,70,82,95,82
Vilarreal,Raul Albiol,DEF,39,ESP,75,75,97,36,81
Athletic Madrid,Cesar Azpilicueta,DEF,35,ESP,72,81,94,41,81
Athletic Bilbao,Ander Herrera,DEF,35,ESP,74,85,94,34,81
Inter Milan,Matteo Darmian,DEF,35,ITA,77,77,94,39,81
Rayo Vallecano,Florian Lejeune,DEF,34,FRA,78,78,96,34,81
Napoli,Juan Jesus,DEF,34,BRA,75,78,97,35,81
Inter Milan,Stefan de Vrij,DEF,33,NED,76,79,95,36,81
AC Milan,alvaro Morata,FWD,32,ESP,95,80,67,40,81
Tottenham,Ben Davies,DEF,32,WAL,78,82,93,36,81
Athletic Bilbao,Mikel Vesga,DEF,32,ESP,81,76,93,38,81
Lazio,Patric,DEF,32,ESP,73,79,96,36,81
Lazio,Adam Marusic,DEF,32,MNE,84,80,92,32,81
Fiorentina,Cristiano Biraghi,DEF,32,ITA,83,86,91,30,81
RC Lens,Jonathan Gradit,DEF,32,FRA,76,86,93,32,81
Lazio,Jean-Daniel Akpa Akpro,DEF,32,CIV,83,80,91,36,81
Como,Alberto Moreno,DEF,32,ESP,79,87,92,29,81
Real Betis,Ricardo RodrIguez,DEF,32,SUI,79,81,91,36,81
Genoa,Stefano Sabelli,DEF,32,ITA,79,82,92,34,81
Roma,Paulo Dybala,FWD,31,ARG,95,90,60,38,81
FC Union Berlin,Rani Khedira,DEF,31,GER,74,75,95,42,81
Bayer 04 Leverkusen,Robert Andrich,DEF,30,GER,79,77,93,37,81
Lille,Nabil Bentaleb,DEF,30,ALG,82,83,92,30,81
Barcelona,Clement Lenglet,DEF,30,FRA,77,80,94,34,81
Lazio,Alessio Romagnoli,DEF,30,ITA,75,73,94,42,81
Rayo Vallecano,Gerard Gumbau,DEF,30,ESP,79,84,90,34,81
Arsenal,David Raya,GK,29,ESP,59,66,59,98,81
Fiorentina,Lucas MartInez Quarta,DEF,29,ARG,78,76,95,36,81
Fulham,Kenny Tete,DEF,29,NED,76,80,96,32,81
West Ham,Nayef Aguerd,DEF,29,MAR,78,77,94,37,81
Barcelona,Raphinha,FWD,28,BRA,91,87,77,36,81
Liverpool,Diogo Jota,FWD,28,POR,92,83,76,39,81
Napoli,Scott McTominay,FWD,28,SCO,90,78,86,35,81
Fiorentina,Rolando Mandragora,DEF,28,ITA,83,85,91,32,81
Borussia Monchengladbach,Ko Itakura,DEF,28,JPN,75,78,94,40,81
Real Sociedad,Igor Zubeldia,DEF,28,ESP,83,80,92,34,81
Tottenham,Sergio Reguilon,DEF,28,ESP,82,81,90,38,81
Athletic Madrid,Robin Le Normand,DEF,28,ESP,78,75,93,40,81
AC Milan,Davide Calabria,DEF,28,ITA,78,80,93,35,81
SV Werder Bremen,Jens Stage,DEF,28,DEN,83,77,90,38,81
VfB Stuttgart,Maximilian Mittelstadt,DEF,28,GER,78,84,90,36,81
Napoli,Michael Folorunsho,DEF,27,NGA,84,82,90,35,81
Nottingham Forest,Nikola Milenkovic,DEF,27,SRB,77,76,96,36,81
Real Sociedad,Aihen Munoz,DEF,27,ESP,78,81,94,32,81
Liverpool,Darwin Nunez,FWD,26,URU,95,84,73,34,81
Fiorentina,Andrea Colpani,FWD,26,ITA,90,82,79,39,81
Napoli,Victor Osimhen,FWD,26,NGA,100,76,64,41,81
Napoli,Alessandro Buongiorno,DEF,26,ITA,78,74,94,40,81
FC Bayern Munich,Hiroki Ito,DEF,26,JPN,76,81,92,37,81
Rennes,Arthur Theate,DEF,25,BEL,80,78,92,40,81
Crystal Palace,Maxence Lacroix,DEF,25,FRA,77,78,93,38,81
Manchester United,Joshua Zirkzee,FWD,24,NED,92,88,75,33,81
Crystal Palace,Marc Guehi,DEF,24,ENG,80,78,93,39,81
FC Bayern Munich,Sacha Boey,DEF,24,FRA,76,79,95,36,81
Chelsea,Wesley Fofana,DEF,24,FRA,77,77,94,38,81
RB Leipzig,Nicolas Seiwald,DEF,24,AUT,79,81,90,38,81
Wolves,Andre,DEF,23,BRA,79,81,92,35,81
Tottenham,Radu Drăguşin,DEF,23,ROU,75,80,94,35,81
Bayer 04 Leverkusen,Florian Wirtz,MID,22,GER,86,91,78,34,81
FC Bayern Munich,Jamal Musiala,FWD,22,GER,91,86,77,36,81
RB Leipzig,Castello Lukeba,DEF,22,FRA,76,80,92,42,81
Atalanta,Giorgio Scalvini,DEF,21,ITA,77,77,94,39,81
Central Coast Mariners,Joel Green,GK,18,SRI,52,68,55,102,81
Como,Pepe Reina,GK,42,ESP,53,61,56,104,80
Brighton,James Milner,DEF,39,ENG,76,81,91,36,80
VfL Bochum 1848,Anthony Losilla,DEF,39,FRA,77,76,91,39,80
FC Bayern Munich,Thomas Muller,MID,35,GER,89,90,86,46,80
Everton,Idrissa Gueye,DEF,35,SEN,74,77,95,36,80
Brentford,Ben Mee,DEF,35,ENG,71,74,95,40,80
Real Betis,Marc Bartra,DEF,34,ESP,74,77,93,39,80
Atalanta,Rafael Toloi,DEF,34,ITA,75,76,94,34,80
Vilarreal,Gerard Moreno,FWD,33,ESP,93,81,68,41,80
Newcastle United,Dan Burn,DEF,33,ENG,72,75,95,38,80
FC Union Berlin,Kevin Vogt,DEF,33,GER,74,81,91,36,80
West Ham,Niclas Fullkrug,FWD,32,GER,91,77,71,43,80
Atalanta,Sead Kolasinac,DEF,32,BIH,79,77,93,34,80
Everton,James Tarkowski,DEF,32,ENG,75,75,93,39,80
Manchester United,Harry Maguire,DEF,32,ENG,75,76,95,35,80
Nice,Gaetan Laborde,FWD,31,FRA,94,80,66,41,80
SC Freiburg,Matthias Ginter,DEF,31,GER,75,77,93,39,80
Luton Town,Marvelous Nakamba,DEF,31,ZIM,76,80,93,34,80
Napoli,Amir Rrahmani,DEF,31,KOS,76,72,94,38,80
Lazio,Elseid Hysaj,DEF,31,ALB,77,79,94,29,80
FC Bayern Munich,Eric Dier,DEF,31,ENG,79,78,92,32,80
Arsenal,Raheem Sterling,FWD,30,ENG,90,83,73,38,80
Cardiff City,Calum Chambers,DEF,30,ENG,80,80,91,36,80
Crystal Palace,Will Hughes,DEF,30,ENG,76,80,91,37,80
Marsiele,Chancel Mbemba,DEF,30,COD,79,78,90,37,80
Roma,Mario Hermoso,DEF,30,ESP,75,77,95,32,80
Manchester United,Andre Onana,GK,29,CMR,56,61,59,98,80
Leganes,Renato Tapia,DEF,29,PER,78,76,93,36,80
Barcelona,Andreas Christensen,DEF,29,DEN,75,75,92,40,80
Getafe,Mauro Arambarri,DEF,29,URU,78,79,92,34,80
VfL Hoffenheim,Florian Grillitsch,DEF,29,AUT,78,80,90,35,80
Genoa,Morten Thorsby,DEF,29,NOR,78,73,91,42,80
Monaco,Breel Embolo,FWD,28,SUI,92,80,73,38,80
Bologna,Riccardo Orsolini,FWD,28,ITA,95,84,65,35,80
RB Leipzig,Benjamin Henrichs,DEF,28,GER,78,83,92,31,80
Borussia Dortmund,Waldemar Anton,DEF,28,GER,77,77,92,38,80
Bologna,Jhon LucumI,DEF,27,COL,75,82,94,32,80
FC Heidenheim 1846,Niklas Dorsch,DEF,27,GER,79,84,90,33,80
Atalanta,Nicolò Zaniolo,FWD,26,ITA,94,81,69,34,80
Bologna,Sam Beukema,DEF,26,NED,77,77,93,38,80
Nice,Youssouf Ndayishimiye,DEF,26,BDI,75,83,92,35,80
Valencia,Pepelu,DEF,26,ESP,77,82,90,35,80
Fiorentina,Luca Ranieri,DEF,26,ITA,76,78,93,35,80
Everton,Vitaliy Mykolenko,DEF,26,UKR,79,79,92,32,80
Newcastle United,Alexander Isak,FWD,25,SWE,94,83,66,40,80
Rennes,Amine Gouiri,FWD,25,ALG,93,82,65,41,80
Roma,Evan N'Dicka,DEF,25,CIV,77,78,92,38,80
Arsenal,Jakub Kiwior,DEF,25,POL,78,80,91,36,80
Crystal Palace,Tyrick Mitchell,DEF,25,ENG,77,80,93,33,80
FC Bayern Munich,Josip Stanisic,DEF,25,CRO,75,81,91,35,80
Paris Saint-Germain,Gonçalo Ramos,FWD,24,POR,91,80,73,42,80
Las Palmas,Mika Marmol,DEF,24,ESP,76,83,91,36,80
Nice,Melvin Bard,DEF,24,FRA,76,87,92,29,80
Chelsea,Benoit Badiashile,DEF,24,FRA,76,74,93,40,80
Parma,Simon Sohm,DEF,24,SUI,76,81,92,31,80
AC Milan,Malick Thiaw,DEF,23,GER,75,77,94,36,80
Brighton,Carlos Baleba,DEF,21,CMR,79,82,90,33,80
Manchester City,Rico Lewis,DEF,20,ENG,76,81,91,38,80
Lazio,Pedro,FWD,37,ESP,91,83,67,40,79
Leganes,Allan Nyom,DEF,37,CMR,73,76,91,36,79
Udinese,Alexis Sanchez,FWD,36,CHI,92,85,62,39,79
Inter Milan,Henrikh Mkhitaryan,FWD,36,ARM,89,87,85,44,79
Wolves,Craig Dawson,DEF,35,ENG,74,74,95,34,79
Cagliari,Jose Luis Palomino,DEF,35,ARG,69,74,93,39,79
Girona,David Lopez,DEF,35,ESP,75,75,91,37,79
Montpellier,Jordan Ferri,DEF,33,FRA,74,83,90,32,79
Brentford,Ethan Pinnock,DEF,32,JAM,75,75,91,41,79
Aston Villa,Diego Carlos,DEF,32,BRA,73,71,95,37,79
Lazio,Ivan Provedel,GK,31,ITA,58,58,58,98,79
Real Betis,Diego Llorente,DEF,31,ESP,73,78,94,31,79
Lille,Samuel Umtiti,DEF,31,FRA,71,75,94,35,79
FSV Mainz 05,Dominik Kohr,DEF,31,GER,75,74,91,37,79
Rayo Vallecano,Pathe Ciss,DEF,31,SEN,78,79,92,28,79
West Ham,Kurt Zouma,DEF,30,FRA,78,73,91,38,79
VfL Hoffenheim,Kevin Akpoguma,DEF,30,NGA,76,77,92,34,79
Fulham,Harrison Reed,DEF,30,ENG,76,79,91,31,79
Athletic Bilbao,Yeray,DEF,30,ESP,73,77,92,35,79
Roma,Artem Dovbyk,FWD,28,UKR,91,75,73,41,79
Crystal Palace,Jean-Philippe Mateta,FWD,28,FRA,84,70,71,32,79
Fiorentina,Sofyan Amrabat,DEF,28,MAR,77,80,90,35,79
AFC Bournemouth,Marcos Senesi,DEF,28,ARG,76,80,91,34,79
Valencia,Mouctar Diakhaby,DEF,28,GUI,75,75,92,37,79
FC Augsburg,Kristijan Jakic,DEF,28,CRO,77,75,92,35,79
Reims,Joseph Okumu,DEF,28,KEN,75,81,90,32,79
Manchester United,Marcus Rashford,FWD,27,ENG,97,83,58,36,79
Chelsea,Axel Disasi,DEF,27,FRA,74,73,93,39,79
Leeds United,Maximilian Wober,DEF,27,AUT,75,79,92,35,79
Leicester City,Wout Faes,DEF,27,BEL,74,79,92,34,79
